completed_on,distance_travelled,end_location_lat,end_location_long,started_on,driver_rating,rider_rating,start_zip_code,end_zip_code,charity_id,requested_car_category,free_credit_used,surge_factor,start_location_long,start_location_lat,color,make,model,year,rating,Date,PRCP,TMAX,TMIN,AWND,GustSpeed2,Fog,HeavyFog,Thunder
6/4/16 4:35,285,30.27,-97.75,6/4/16 4:34,5,5,,,,REGULAR,,0,-97.75,30.27,Black,Cadillac,XTS,2013,5,6/4/16,0.1,86,67,4.9,13,1,0,0
6/4/16 4:51,1029,30.27,-97.74,6/4/16 4:45,5,5,,,,REGULAR,,0,-97.75,30.27,Black,Cadillac,XTS,2013,5,6/4/16,0.1,86,67,4.9,13,1,0,0
6/4/16 5:27,8459,38.68,-121.04,6/4/16 5:18,5,5,,,,REGULAR,,0,-121.07,38.65,Gray,Bentley,Continental GT,2013,5,6/4/16,0.1,86,67,4.9,13,1,0,0
6/4/16 6:51,443,38.68,-121.04,6/4/16 6:50,5,5,,,,REGULAR,,0,-121.04,38.68,Gray,Bentley,Continental GT,2013,5,6/4/16,0.1,86,67,4.9,13,1,0,0
6/4/16 8:17,568,38.68,-121.04,6/4/16 8:16,3,5,,,,REGULAR,,0,-121.04,38.68,Gray,Bentley,Continental GT,2013,5,6/4/16,0.1,86,67,4.9,13,1,0,0
6/4/16 15:13,4051,30.27,-97.74,6/4/16 15:05,5,5,,,,REGULAR,,0,-97.76,30.25,Black,Cadillac,XTS,2013,5,6/4/16,0.1,86,67,4.9,13,1,0,0
6/4/16 15:26,790,30.27,-97.75,6/4/16 15:24,5,5,,,,REGULAR,,0,-97.75,30.27,Black,Cadillac,XTS,2013,5,6/4/16,0.1,86,67,4.9,13,1,0,0
6/5/16 3:50,2171,30.27,-97.75,6/5/16 3:40,0.5,5,,,,REGULAR,,0,-97.75,30.26,Black,Cadillac,XTS,2013,4.909090909,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 4:33,10260,30.27,-97.75,6/5/16 4:17,,5,,,,REGULAR,,0,-97.77,30.2,Black,Infiniti,QX60,2015,5,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 7:12,5294,30.24,-97.78,6/5/16 6:57,3,5,,,,REGULAR,,0,-97.75,30.27,Black,Cadillac,SRX,2012,4.888888889,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 7:36,9768,30.2,-97.77,6/5/16 7:26,4.5,5,,,,REGULAR,,0,-97.74,30.27,Silver,Toyota,Highlander Hybrid,2008,5,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 20:59,12169,30.2,-97.67,6/5/16 20:47,5,5,,,,REGULAR,,0,-97.75,30.24,White,Nissan,Murano,2015,5,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 21:12,9859,30.27,-97.74,6/5/16 20:56,5,5,,,,REGULAR,,0,-97.8,30.21,Black,Cadillac,XTS,2013,5,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 22:19,4289,30.31,-97.75,6/5/16 22:11,5,5,,,,REGULAR,,0,-97.74,30.29,Black,Cadillac,XTS,2013,5,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 23:35,3305,30.29,-97.74,6/5/16 23:29,3,5,,,,REGULAR,,0,-97.75,30.31,Black,Cadillac,XTS,2013,5,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 21:55,2290,30.27,-97.75,6/5/16 21:47,,5,,,,REGULAR,,0,-97.74,30.26,Black,Cadillac,SRX,2012,4.888888889,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 22:23,2411,30.27,-97.75,6/5/16 22:15,3,5,,,,REGULAR,,0,-97.75,30.25,Black,Cadillac,SRX,2012,4.888888889,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 23:57,2107,30.25,-97.75,6/5/16 23:51,,5,,,,REGULAR,,0,-97.75,30.27,Black,Cadillac,SRX,2012,4.888888889,6/5/16,0,88,68,5.8,14.1,0,0,0
6/5/16 23:33,2120,30.27,-97.74,6/5/16 23:24,5,5,,,,REGULAR,,0,-97.75,30.27,Gray,Toyota,Highlander,2012,5,6/5/16,0,88,68,5.8,14.1,0,0,0
6/6/16 0:07,9771,30.26,-97.75,6/5/16 23:47,,5,,,,REGULAR,,0,-97.77,30.31,White,Nissan,Murano,2015,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 1:28,3468,30.31,-97.73,6/6/16 1:20,,5,,,,REGULAR,,0,-97.75,30.29,White,Chevrolet,Tahoe,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 2:48,5872,30.24,-97.72,6/6/16 2:38,5,5,,,,REGULAR,,0,-97.74,30.27,White,Chevrolet,Tahoe,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 13:42,857,30.26,-97.74,6/6/16 13:40,,5,,,,REGULAR,,0,-97.75,30.26,White,Chevrolet,Tahoe,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 16:52,2662,30.28,-97.75,6/6/16 16:46,,5,,,,REGULAR,,0,-97.76,30.27,White,Chevrolet,Tahoe,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 18:27,8597,30.31,-97.74,6/6/16 18:13,,4,,,,REGULAR,,0,-97.74,30.27,White,Chevrolet,Tahoe,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 15:34,1259,30.27,-97.76,6/6/16 15:31,5,5,,,,REGULAR,,0,-97.75,30.27,Black,Cadillac,XTS,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 16:30,2331,30.27,-97.75,6/6/16 16:24,5,5,,,,REGULAR,,0,-97.74,30.28,Black,Cadillac,XTS,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 16:56,2692,30.28,-97.75,6/6/16 16:49,3,5,,,,REGULAR,,0,-97.75,30.27,Black,Cadillac,XTS,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 16:49,3318,30.26,-97.72,6/6/16 16:41,4.5,5,,,,REGULAR,,0,-97.75,30.27,Brown,BMW,X5,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 17:09,10475,30.2,-97.67,6/6/16 16:57,,5,,,,REGULAR,,0,-97.71,30.25,Gray,Mercedes-Benz,E-Class,2008,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 17:52,1903,30.27,-97.75,6/6/16 17:46,5,5,,,,REGULAR,,0,-97.73,30.27,Gray,Mercedes-Benz,E-Class,2008,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 18:08,2860,30.3,-97.72,6/6/16 18:08,5,5,,,,REGULAR,,0,-97.71,30.33,Silver,BMW,X5 M,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 18:30,2092,30.27,-97.75,6/6/16 18:23,5,5,,,,REGULAR,,0,-97.75,30.28,Brown,BMW,X5,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 19:28,2694,30.27,-97.75,6/6/16 19:18,,5,,,,REGULAR,,0,-97.75,30.28,Silver,BMW,X5 M,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 20:05,1439,30.26,-97.74,6/6/16 20:02,,5,,,,REGULAR,,0,-97.75,30.27,Gray,Mercedes-Benz,E-Class,2008,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 20:36,11950,30.27,-97.72,6/6/16 20:11,4.5,5,,,,REGULAR,,0,-97.67,30.2,Red,Cadillac,CTS,2010,5,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 20:54,1815,30.27,-97.75,6/6/16 20:48,5,5,,,,REGULAR,,0,-97.74,30.26,Brown,Ford,Explorer,2013,4.888888889,6/6/16,0,90,70,4.3,13,0,0,0
6/6/16 23:10,12648,30.36,-97.73,6/6/16 22:45,5,5,,,,REGULAR,,0,-97.75,30.27,White,Chevrolet,Tahoe,2013,5,6/6/16,0,90,70,4.3,13,0,0,0
6/7/16 0:57,4878,30.26,-97.74,6/7/16 0:45,,5,,,,REGULAR,,0,-97.74,30.3,White,Chevrolet,Tahoe,2013,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 0:23,11600,30.3,-97.75,6/7/16 0:01,,5,,,,REGULAR,,0,-97.72,30.24,Brown,Ford,Explorer,2013,4.888888889,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 3:01,921,30.29,-97.75,6/7/16 2:55,5,5,,,,REGULAR,,0,-97.74,30.29,Brown,Ford,Explorer,2013,4.888888889,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 0:12,4728,30.27,-97.75,6/7/16 0:02,5,5,,,,REGULAR,,0,-97.76,30.3,Black,Cadillac,XTS,2013,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 0:44,10418,30.25,-97.78,6/7/16 0:24,,5,,,,REGULAR,,0,-97.72,30.26,Gray,Mercedes-Benz,E-Class,2008,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 0:39,2339,30.26,-97.72,6/7/16 0:32,5,5,,,,REGULAR,,0,-97.72,30.28,Silver,Toyota,Highlander Hybrid,2008,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 1:53,1957,30.28,-97.74,6/7/16 1:46,5,5,,,,REGULAR,,0,-97.75,30.27,Brown,BMW,X5,2013,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 2:47,11582,30.24,-97.72,6/7/16 2:27,5,5,,,,REGULAR,,0,-97.75,30.3,Brown,BMW,X5,2013,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 12:50,3160,30.27,-97.75,6/7/16 12:41,3,5,,,,REGULAR,,0,-97.75,30.28,Black,Cadillac,XTS,2013,4.909090909,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 13:09,1656,30.27,-97.74,6/7/16 13:02,3,5,,,,REGULAR,,0,-97.75,30.25,Gray,Toyota,Highlander,2012,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 13:58,10639,30.33,-97.71,6/7/16 13:41,5,5,,,,REGULAR,,0,-97.74,30.27,White,Nissan,Murano,2015,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 14:38,6711,30.29,-97.72,6/7/16 14:23,5,5,,,,REGULAR,,0,-97.76,30.26,Black,Ford,Explorer,2015,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 15:28,53655,30.33,-97.71,6/7/16 14:35,5,5,,,,REGULAR,,0,-97.71,30.33,White,Mercedes-Benz,C-Class,2013,4.866666667,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 19:41,4753,30.27,-97.8,6/7/16 19:41,5,5,,,,REGULAR,,0,-97.75,30.27,Black,Volkswagen,Golf,2011,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 20:38,1757,30.28,-97.76,6/7/16 20:31,,5,,,,REGULAR,,0,-97.75,30.27,Black,Volkswagen,Golf,2011,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 21:09,3144,30.25,-97.75,6/7/16 21:00,5,5,,,,REGULAR,,0,-97.75,30.28,Black,Volkswagen,Golf,2011,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 20:05,1954,30.29,-97.74,6/7/16 20:00,5,5,,,,REGULAR,,0,-97.73,30.29,Black,Ford,Explorer,2015,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 20:48,12721,30.28,-97.75,6/7/16 20:17,3,5,,,,REGULAR,,0,-97.71,30.33,Gray,Toyota,Highlander,2012,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 21:21,1559,30.27,-97.75,6/7/16 21:16,,5,,,,REGULAR,,0,-97.76,30.28,Black,Ford,Explorer,2015,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 21:47,7176,30.26,-97.76,6/7/16 21:26,5,5,,,,REGULAR,,0,-97.72,30.29,Black,Cadillac,XTS,2013,4.909090909,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 22:17,4003,30.26,-97.74,6/7/16 21:59,5,5,,,,REGULAR,,0,-97.75,30.28,Black,Dodge,Caravan ,2013,5,6/7/16,0,92,69,2,8.1,0,0,0
6/7/16 23:22,2180,30.27,-97.75,6/7/16 23:13,3,5,,,,REGULAR,,0,-97.75,30.25,White,Nissan,Murano,2015,5,6/7/16,0,92,69,2,8.1,0,0,0
6/8/16 0:32,4496,30.26,-97.72,6/8/16 0:21,4.5,5,,,,REGULAR,,0,-97.74,30.25,Gray,Toyota,Highlander,2012,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 1:04,2013,30.25,-97.75,6/8/16 0:58,5,5,,,,REGULAR,,0,-97.75,30.27,Black,Cadillac,XTS,2013,4.909090909,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 0:22,7547,30.27,-97.75,6/8/16 0:13,5,5,,,,REGULAR,,0,-97.81,30.28,White,Nissan,Murano,2015,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 0:48,7611,30.28,-97.74,6/8/16 0:39,4.5,5,,,,REGULAR,,0,-97.8,30.27,Black,Dodge,Caravan ,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 2:44,4385,30.25,-97.74,6/8/16 2:35,5,5,,,,REGULAR,,0,-97.72,30.26,Black,Lexus,ES 350,2015,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 3:08,5302,30.28,-97.75,6/8/16 2:58,5,5,,,,REGULAR,,0,-97.75,30.25,Black,Lexus,ES 350,2015,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 3:19,19073,30.27,-97.75,6/8/16 3:00,5,5,,,,REGULAR,,0,-97.67,30.2,White,Chevrolet,Tahoe,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 3:41,3604,30.3,-97.74,6/8/16 3:41,5,5,,,,REGULAR,,0,-97.75,30.27,Black,Hyundai,Elantra,2014,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 12:19,1468,30.27,-97.74,6/8/16 12:10,5,5,,,,REGULAR,,0,-97.75,30.27,Brown,BMW,X5,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 13:52,9791,30.24,-97.7,6/8/16 13:38,5,5,,,,REGULAR,,0,-97.75,30.28,Brown,BMW,X5,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 14:33,17708,30.2,-97.67,6/8/16 14:18,5,5,,,,REGULAR,,0,-97.75,30.26,Brown,BMW,X5,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 15:11,2718,30.24,-97.74,6/8/16 15:05,5,5,,,,REGULAR,,0,-97.75,30.24,Brown,BMW,X5,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 15:46,9729,30.28,-97.74,6/8/16 15:21,5,5,,,,REGULAR,,0,-97.7,30.24,Brown,BMW,X5,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 12:47,6638,30.33,-97.71,6/8/16 12:36,3,5,,,,REGULAR,,0,-97.73,30.29,Silver,BMW,X5 M,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 14:19,3113,30.27,-97.74,6/8/16 14:14,5,5,,,,REGULAR,,0,-97.75,30.29,White,Mercedes-Benz,C-Class,2013,4.866666667,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 14:48,2470,30.27,-97.74,6/8/16 14:41,,5,,,,REGULAR,,0,-97.72,30.27,Brown,Ford,Explorer,2013,4.888888889,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 14:48,2547,30.24,-97.75,6/8/16 14:43,5,5,,,,REGULAR,,0,-97.74,30.24,Red,Cadillac,CTS,2010,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 14:50,1191,30.28,-97.74,6/8/16 14:48,,5,,,,REGULAR,,0,-97.74,30.27,Silver,Toyota,Highlander Hybrid,2008,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 16:18,16393,30.2,-97.67,6/8/16 15:54,5,,,,,REGULAR,,0,-97.74,30.29,White,Chevrolet,Tahoe,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 16:45,4998,30.29,-97.72,6/8/16 16:34,,,,,,REGULAR,,0,-97.71,30.33,Gray,Mercedes-Benz,E-Class,2008,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 18:30,6080,30.27,-97.75,6/8/16 18:19,,5,,,,REGULAR,,0,-97.75,30.31,Brown,BMW,X5,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 19:38,6108,30.31,-97.75,6/8/16 19:27,5,4,,,,REGULAR,,0,-97.75,30.27,Brown,BMW,X5,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 20:18,10048,30.27,-97.8,6/8/16 20:02,5,5,,,,REGULAR,,0,-97.76,30.23,Brown,BMW,X5,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 21:19,9185,30.29,-97.74,6/8/16 21:00,3,5,,,,REGULAR,,0,-97.71,30.33,Brown,BMW,X5,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 22:49,1819,30.27,-97.75,6/8/16 22:42,5,5,,,,REGULAR,,0,-97.74,30.27,Brown,BMW,X5,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 20:01,7,30.27,-97.74,6/8/16 20:00,5,,,,,REGULAR,,0,-97.74,30.27,Gray,Mercedes-Benz,E-Class,2008,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 20:09,1042,30.27,-97.74,6/8/16 20:04,5,,,,,REGULAR,,0,-97.74,30.27,Gray,Mercedes-Benz,E-Class,2008,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 20:41,8509,30.27,-97.75,6/8/16 20:11,5,5,,,,REGULAR,,0,-97.74,30.27,Gray,Mercedes-Benz,E-Class,2008,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 21:20,1955,30.28,-97.75,6/8/16 21:12,5,,,,,REGULAR,,0,-97.75,30.27,Gray,Mercedes-Benz,E-Class,2008,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 21:25,4157,30.25,-97.75,6/8/16 21:15,5,5,,,,REGULAR,,0,-97.78,30.26,Brown,Ford,Explorer,2013,4.888888889,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 22:37,3651,30.27,-97.75,6/8/16 22:25,5,5,,,,REGULAR,,0,-97.74,30.24,Brown,Ford,Explorer,2013,4.888888889,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 23:39,10998,30.35,-97.75,6/8/16 23:20,5,5,,,,REGULAR,,0,-97.74,30.27,Brown,Ford,Explorer,2013,4.888888889,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 21:53,7084,30.27,-97.76,6/8/16 21:31,5,5,,,,REGULAR,,0,-97.72,30.29,White,Chevrolet,Tahoe,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 23:17,2860,30.27,-97.74,6/8/16 23:08,3,5,,,,REGULAR,,0,-97.75,30.28,White,Chevrolet,Tahoe,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/8/16 23:52,3027,30.32,-97.74,6/8/16 23:45,4.5,5,,,,REGULAR,,0,-97.74,30.3,Silver,BMW,X5 M,2013,5,6/8/16,0,92,70,2.7,12.1,1,0,0
6/9/16 0:18,7332,30.28,-97.75,6/9/16 0:09,5,5,,,,REGULAR,,0,-97.8,30.27,Brown,BMW,X5,2013,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 1:07,1586,30.27,-97.75,6/9/16 1:02,5,5,,,,REGULAR,,0,-97.75,30.26,Brown,BMW,X5,2013,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 2:03,3181,30.27,-97.76,6/9/16 1:57,,5,,,,REGULAR,,0,-97.77,30.29,Brown,Ford,Explorer,2013,4.888888889,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 2:58,3875,30.26,-97.78,6/9/16 2:55,5,5,,,,REGULAR,,0,-97.75,30.25,Brown,Ford,Explorer,2013,4.888888889,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 0:03,5503,30.27,-97.74,6/8/16 23:51,3,5,,,,REGULAR,,0,-97.76,30.3,White,Chevrolet,Tahoe,2013,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 0:37,5017,30.25,-97.75,6/9/16 0:26,,5,,,,REGULAR,,0,-97.72,30.24,White,Chevrolet,Tahoe,2013,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 0:23,3024,30.27,-97.75,6/9/16 0:14,5,5,,,,REGULAR,,0,-97.75,30.25,Red,Cadillac,CTS,2010,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 0:23,2284,30.27,-97.75,6/9/16 0:16,,5,,,,REGULAR,,0,-97.74,30.27,Silver,Toyota,Highlander Hybrid,2008,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 1:48,2033,30.27,-97.74,6/9/16 1:41,5,5,,,,REGULAR,,0,-97.75,30.27,Silver,Toyota,Highlander Hybrid,2008,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 1:57,13334,30.22,-97.74,6/9/16 1:31,,5,,,,REGULAR,,0,-97.74,30.32,Silver,BMW,X5 M,2013,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 4:00,5986,30.3,-97.76,6/9/16 3:50,3,5,,,,REGULAR,,0,-97.74,30.27,Gray,Mercedes-Benz,E-Class,2008,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 4:35,12682,30.32,-97.86,6/9/16 4:35,5,5,,,,REGULAR,,0,-97.74,30.27,Brown,BMW,X5,2013,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 12:34,8973,30.28,-97.76,6/9/16 12:17,,5,,,,REGULAR,,0,-97.72,30.24,Black,Cadillac,XTS,2013,4.909090909,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 12:51,204,30.2,-97.8,6/9/16 12:51,,5,,,,REGULAR,,0,-97.8,30.2,Gray,Toyota,Highlander,2012,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 13:12,2526,30.29,-97.75,6/9/16 13:02,,5,,,,REGULAR,,0,-97.74,30.28,White,Nissan,Murano,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 13:21,6276,30.23,-97.76,6/9/16 13:06,5,5,,,,REGULAR,,0,-97.75,30.28,Black,Ford,Explorer,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 13:51,7769,30.29,-97.75,6/9/16 13:32,,5,,,,REGULAR,,0,-97.79,30.24,Black,Lexus,ES 350,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 15:17,8298,30.33,-97.74,6/9/16 15:00,,5,,,,REGULAR,,0,-97.75,30.27,Black,Lexus,ES 350,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 15:40,1782,30.29,-97.74,6/9/16 15:37,5,5,,,,REGULAR,,0,-97.74,30.3,Black,Lexus,ES 350,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 13:54,28174,30.2,-97.67,6/9/16 13:33,5,5,,,,REGULAR,,0,-97.77,30.31,White,Nissan,Murano,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 13:58,3226,30.27,-97.74,6/9/16 13:47,4.5,5,,,,REGULAR,,0,-97.75,30.29,Black,Volkswagen,Golf,2011,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 14:28,1435,30.27,-97.74,6/9/16 14:23,5,5,,,4,REGULAR,,0,-97.75,30.27,Black,Volkswagen,Golf,2011,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 16:54,2245,30.28,-97.74,6/9/16 16:48,5,5,,,,REGULAR,,0,-97.76,30.28,Black,Volkswagen,Golf,2011,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 17:55,1268,30.27,-97.74,6/9/16 17:50,5,5,,,,REGULAR,,0,-97.75,30.27,Black,Volkswagen,Golf,2011,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 14:42,5956,30.24,-97.82,6/9/16 14:35,,5,,,,REGULAR,,0,-97.77,30.25,Gray,Toyota,Highlander,2012,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 16:19,9259,30.27,-97.75,6/9/16 16:04,5,5,,,,REGULAR,,0,-97.82,30.24,Gray,Toyota,Highlander,2012,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 15:07,2905,30.27,-97.74,6/9/16 15:01,5,5,,,,REGULAR,,0,-97.76,30.26,Black,Ford,Explorer,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 16:55,4552,30.29,-97.72,6/9/16 16:44,5,5,,,,REGULAR,,0,-97.74,30.27,Black,Ford,Explorer,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 17:11,1156,30.3,-97.74,6/9/16 17:10,3,5,,,,REGULAR,,0,-97.74,30.29,Black,Ford,Explorer,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 16:34,5680,30.27,-97.75,6/9/16 16:20,,5,,,,REGULAR,,0,-97.76,30.23,White,Nissan,Murano,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 19:37,9089,30.33,-97.72,6/9/16 19:23,5,5,,,4,REGULAR,,0,-97.74,30.27,White,Nissan,Murano,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 20:32,10997,30.31,-97.85,6/9/16 20:22,5,5,,,,REGULAR,,0,-97.75,30.27,White,Nissan,Murano,2015,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 17:03,2883,30.27,-97.74,6/9/16 16:54,5,5,,,,REGULAR,,0,-97.77,30.29,Black,Dodge,Caravan ,2013,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 16:55,1485,30.27,-97.74,6/9/16 16:53,3,5,,,,REGULAR,,0,-97.75,30.27,Black,Cadillac,XTS,2013,4.909090909,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 17:17,2830,30.27,-97.75,6/9/16 17:06,3,5,,,,REGULAR,,0,-97.74,30.27,Black,Cadillac,XTS,2013,4.909090909,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 17:37,3465,30.25,-97.77,6/9/16 17:21,3,5,,,,REGULAR,,0,-97.75,30.27,Black,Cadillac,XTS,2013,4.909090909,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 17:52,5211,30.27,-97.74,6/9/16 17:38,,5,,,,REGULAR,,0,-97.77,30.25,Black,Cadillac,XTS,2013,4.909090909,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 17:26,20,30.28,-97.74,6/9/16 17:26,3,5,,,,REGULAR,,0,-97.74,30.28,Gray,Toyota,Highlander,2012,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 17:43,7122,30.24,-97.72,6/9/16 17:27,4.5,5,,,,REGULAR,,0,-97.74,30.28,Gray,Toyota,Highlander,2012,5,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 18:28,9474,30.26,-97.81,6/9/16 18:05,5,5,,,,REGULAR,,0,-97.74,30.27,Black,Cadillac,XTS,2013,4.909090909,6/9/16,0,92,71,4.7,19.9,1,0,0
6/9/16 18:45,6876,30.25,-97.77,6/9/16 18:29,3,5,,,,REGULAR,,0,-97.81,30.26,Black,Cadillac,XTS,2013,4.909090909,6/9/16,0,92,71,4.7,19.9,1,0,0
